Substance ID,Name ,CAS ,SMILES,Formula ,FW ,OVERALL ,TA100 ,TA100_S9 ,TA1535 ,TA1535_S9 ,TA97 ,TA97_S9 ,TA1538 ,TA1538_S9 ,TA98 ,TA98_S9 ,TA1537 ,TA1537_S9 ,TA102 ,TA102_S9 ,TA104 ,TA104_S9 ,TA98(NR) ,TA98(NR)_S9 ,TA97A ,TA97A_S9 ,"TA98(1,8-DNP6) ","TA98(1,8-DNP6)_S9 ","TA100(1,8-DNP6) ","TA100(1,8-DNP6)_S9 ",TA100(NR) ,TA100(NR)_S9 ,YG1024 ,YG1024_S9 ,TA2638 ,TA2638_S9 ,YG1029 ,YG1029_S9 ,TA92 ,TA92_S9 ,YG1026 ,YG1026_S9 ,YG1021 ,YG1021_S9 ,TA7004 ,TA7004_S9 ,TA7005 ,TA7005_S9 ,TA1978 ,TA1978_S9 ,TA7002 ,TA7002_S9 ,TA7003 ,TA7003_S9 ,TA7001 ,TA7001_S9 ,TA7006 ,TA7006_S9 ,TM677 ,TM677_S9 ,G46 ,G46_S9 ,YG1020 ,YG1020_S9 ,YG1025 ,YG1025_S9 ,TA94 ,TA94_S9
1198," 1,2,4,5-TETRACHLOROBENZENE ",  95-94-3  ,c1(Cl)c(Cl)cc(Cl)c(Cl)c1,C6H2Cl4 ,215.8909,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1199, SODIUM CHLORIDE ,  7647-14-5  ,[Na+].[Cl-],ClNa ,58.4425,1,1,1,1,1,1,1,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1200, LINOLELAIDIC ACID ,  506-21-8  ,HC(H)C(H)C(H)C(H)C(H)C=CC(H)C=CC(H)C(H)C(H)C(H)C(H)C(H)C(H)C(=O)O,C18H32O2 ,280.4455,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1201, 2-AMINO-6-NITROBENZOTHIAZOLE ,  6285-57-0  ,c12c(cc(N(=O)=O)cc1)SC(N)=N2,C7H5N3O2S ,195.1996,3,1,3,1,2,ND ,ND ,3,3,3,3,1,2,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1202, SULFATHIAZOLE ,  72-14-0  ,c1(S(=O)(=O)NC2=NC=CS2)ccc(N)cc1,C9H9N3O2S2 ,255.3188,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1203," 2',3'-DIDEOXYINOSINE ",  69655-05-6  ,HC1C(H)[C@@](C(H)O)O[C@]1N1C2=C(C(=O)N=CN2)N=C1,C10H12N4O3 ,236.2274,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1204, STRONTIUM CARBONATE ,  1633-05-2  ,C(=O)([O-])[O-].[Sr++],CO3Sr ,147.6289,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1205, FERROCENE ,  102-54-5  ,C1C=C[C-]C=1.C1C=C[C-]C=1.[Fe++],C10H10Fe ,186.0314,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1206, SUCCINYLACETONE ,  51568-18-4  ,HC(H)C(=O)C(H)C(=O)C(H)C(H)C(=O)O,C7H10O4 ,158.1519,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1207, BIOCHANIN A ,  491-80-5  ,HC(H)Oc1ccc(C2C(=O)c3c(O)cc(O)cc3OC=2)cc1,C16H12O5 ,284.2635,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1208, ALDICARB OXIME ,  1646-75-9  ,HC(H)C(C(H)H)(C=NO)SC(H)H,C5H11NOS ,133.213,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1209," 4',5,7-TRIHYDROXYFLAVANONE ",  67604-48-2  ,HC1C(=O)c2c(O)cc(O)cc2OC1c1ccc(O)cc1,C15H12O5 ,272.2528,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1210, 3-AMINOPROPIONITRILE ,  151-18-8  ,HC(C#N)C(H)N,C3H6N2 ,70.0932,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1211," 1,5-PENTANEDIOL DIMETHACRYLATE ",  13675-34-8  ,HC(H)C(C(=O)OC(H)C(H)C(H)C(H)C(H)OC(=O)C(C(H)H)=CH)=CH,C13H20O4 ,240.2955,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1212," TRANS,TRANS-2,4-DECADIENAL ",  25152-84-5  ,HC(H)C(H)C(H)C(H)C(H)C=CC=CC=O,C10H16O ,152.2334,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1213, FUMARYL ACETONE ,  62966-21-6  ,HC1C(=O)C(H)C(=O)C=CC1=O,C7H6O3 ,138.1207,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1214, PENTANAL ,  110-62-3  ,HC(H)C(H)C(H)C(H)C=O,C5H10O ,86.1323,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1215, BROMOCHLOROMETHANE ,  74-97-5  ,HC(Cl)Br,CH2BrCl ,129.3833,3,3,3,ND ,ND ,3,3,ND ,ND ,3,3,ND ,ND ,ND ,ND ,3,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1216, 4-HYDROXY-4-METHYL-2-PENTANONE ,  123-42-2  ,HC(H)C(O)(C(H)H)C(H)C(=O)C(H)H,C6H12O2 ,116.1583,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1217, DIBENZOSUBERONE ,  1210-35-1  ,HC1c2c(C(=O)c3c(cccc3)C1H)cccc2,C15H12O ,208.2552,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1218, 6-METHOXY-2-BENZOTHIAZOLAMINE ,  1747-60-0  ,HC(H)Oc1cc2c(cc1)N=C(N)S2,C8H8N2OS ,180.228,3,1,3,1,3,ND ,ND ,3,3,3,3,1,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1219, CHROMIUM SULFATE ,  10101-53-8  ,O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Cr+3].[Cr+3],Cr2O12S3 ,392.183,Inc ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,ND
1220," 1,4-BUTANEDIOL DIACRYLATE ",  1070-70-8  ,HC(C(H)C(H)C(H)OC(=O)C=CH)OC(=O)C=CH,C10H14O4 ,198.2158,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1221, TETRAHYDRONAPHTHALENE ,  119-64-2  ,HC1c2c(C(H)C(H)C1H)cccc2,C10H12 ,132.2023,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1222, DIETHYLENE GLYCOL DIMETHACRYLATE ,  2358-84-1  ,HC(H)C(C(=O)OC(H)C(H)OC(H)C(H)OC(=O)C(C(H)H)=CH)=CH,C12H18O5 ,242.2683,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1223, SELENIUM SULFIDE ,  7446-34-6  ,S=[Se],SSe ,111.026,3,1,1,1,1,3,2,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1224, TERT-BUTYL ACRYLATE ,  1663-39-4  ,HC(H)C(C(H)H)(C(H)H)OC(=O)C=CH,C7H12O2 ,128.169,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1225, EICOSANE ,  112-95-8  ,HC(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)C(H)H,C20H42 ,282.5475,1,1,1,1,1,1,1,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1226, NORETHYNODREL ,  68-23-5  ,HC(H)[C@@]12[C@](O)(C#C)C(H)C(H)[C@]1[C@@]1C(H)C(H)C3=C(C(H)C(H)C(=O)C3H)[C@]1C(H)C2H,C20H26O2 ,298.4192,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1227, ALDICARB ,  116-06-3  ,HC(H)C(C(H)H)(C=NOC(=O)NC(H)H)SC(H)H,C7H14N2O2S ,190.2643,1,1,1,1,1,1,1,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1228, 2-METHOXYETHANOL ACETATE ,  110-49-6  ,HC(H)C(=O)OC(H)C(H)OC(H)H,C5H10O3 ,118.1311,1,1,1,1,1,1,1,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1229, 4-AMINOANTIPYRINE ,  83-07-8  ,HC(H)C1=C(N)C(=O)N(c2ccccc2)N1C(H)H,C11H13N3O ,203.2405,3,1,1,ND ,ND ,3,3,ND ,ND ,1,1,1,1,1,1,1,1,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1230, ALLOPURINOL ,  315-30-0  ,C12C(C(=O)N=CN=1)=CNN2,C5H4N4O ,136.1116,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1231," 2,3,3-TRIMETHYLINDOLENINE ",  1640-39-7  ,HC(H)C1C(C(H)H)(C(H)H)c2c(cccc2)N=1,C11H13N ,159.2277,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1232, TERT-BUTYL METHACRYLATE ,  585-07-9  ,HC(H)C(C(=O)OC(C(H)H)(C(H)H)C(H)H)=CH,C8H14O2 ,142.1956,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1233, CHOLESTYRAMINE ,  11041-12-6  ,, , ,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1234, 5-AZACYTOSINE ARABINOSIDE ,  65886-71-7  ,HC(O)C1C(O)C(O)C(N2C(=O)N=C(N)N=C2)O1,C8H12N4O5 ,244.2048,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1235, FOLPET ,  133-07-3  ,C1(=O)c2c(C(=O)N1SC(Cl)(Cl)Cl)cccc2,C9H4Cl3NO2S ,296.5577,3,3,3,3,3,ND ,ND ,ND ,ND ,1,ND ,ND ,ND ,1,ND ,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1236, (E)-MONOCROTOPHOS ,  6923-22-4  ,HC(H)C(=CC(=O)NC(H)H)OP(=O)(OC(H)H)OC(H)H,C7H14NO5P ,223.1636,2,1,1,2,1,ND ,ND ,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1237, UROCANIC ACID ,  104-98-3  ,C(=O)(O)C=CC1=CN=CN1,C6H6N2O2 ,138.1241,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1238, METHYL ACETATE ,  79-20-9  ,HC(H)C(=O)OC(H)H,C3H6O2 ,74.0785,1,1,1,1,1,1,1,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1239, DOLASTATIN 10 ,  110417-88-4  ,HC(H)C(H)C(C(H)H)C(C(C(H)C(=O)N1C(H)C(H)C(H)C1C(C(C(=O)NC(C1=NC=CS1)C(H)c1ccccc1)C(H)H)OC(H)H)OC(H)H)N(C(=O)C(C(C(H)H)C(H)H)NC(=O)C(C(C(H)H)C(H)H)N(C(H)H)C(H)H)C(H)H,C42H68N6O6S ,785.0922,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
1240, 4-(6-METHYL-2-BENZOTHIAZOLYL)BENZENAMINE ,  92-36-4  ,HC(H)c1cc2c(cc1)N=C(c1ccc(N)cc1)S2,C14H12N2S ,240.3246,3,1,3,ND ,1,ND ,ND ,1,3,1,3,1,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
