Structure [idcode]	Molecule Name	Formula	FW	DSSTox_CID	SR-HSE	NR-AR	SR-ARE	NR-Aromatase	NR-ER-LBD	NR-AhR	SR-MMP	NR-ER	NR-PPAR-gamma	SR-p53	SR-ATAD5	NR-AR-LBD	Smiles	
dcL@@LdbRbjeBDEEP@@	NCGC00257053-01	C12H18	162.2713	6652	0	0	0	0	0	0	0	0	0	0	0	0	CC(C)c1ccc(C(C)C)cc1	
deT@@LdbRbmBDED@@	NCGC00259481-01	C10H14	134.2182	6645	0	0	0	0	0	0	0	0	0	0	0	0	CC(C)c1ccc(C)cc1	
deT@@LdbRbmBDED@@	NCGC00254425-01	C10H14	134.2182	6645	0	0	0	0	0	0	0	0	0	0	0	0	CC(C)c1ccc(C)cc1	
dmtH@@RVUv[f@Bh@@	NCGC00257518-01	C10H12O	148.2017	1974	0	0	0	0	0	0	0	0	0	0	0	0	CC(C)c1ccc(C=O)cc1	
dmtH@@RVUv[j@Bh@@	NCGC00256602-01	C10H14O	150.2176	1626	0	0	0	0	0		0	0	0	0	0	0	CC(C)c1ccc(CO)cc1	
dmtH@@RVUv[j@Bh@@	NCGC00259574-01	C10H14O	150.2176	1626	0	0	0	0	1	0	0	1	0	0	0	0	CC(C)c1ccc(CO)cc1	
dg\H@@RV^UveVj@BhaJ@@	NCGC00254985-01	C13H18O	190.2814	24769	0	0	0	0	0	0	0	0	0	0	0	0	CC(C)c1ccc(C[C@H](C)C=O)cc1	
facAaBHHp@H{hX{lyIIXhhhmDdYhIZmEZ@B@jJj@@@	NCGC00255739-01	C19H25NaO3S	356.4548 (22.9892+333.4655)	24537	0	0	1	0	0	0	0	0	0	0	0	0	CC(C)c1ccc(c(C(C)C)cc(C(C)C)c2S([O-])(=O)=O)c2c1.[Na+]	
f`q@@@DjYU_fYK``@@Jj`@@	NCGC00254984-01	C16H20	212.3300	15272	0	0	0		0	0	0	0	0	0	0	0	CC(C)c1ccc(cc(C(C)C)cc2)c2c1	
dk^@@@rQQJKERnFP@@J`@@	NCGC00256828-01	C12H13N	171.2383	27465	0	0		0	0	0		0	0	0	0	0	CC(C)c1ccc2ncccc2c1	
dcL@@LdbRbceBDEEP@@	NCGC00258870-01	C12H18	162.2713	6640	0	0	0	0	0	0		0		0	0	0	CC(C)c1cccc(C(C)C)c1	
dcL@@LdbRbceBDEEP@@	NCGC00254476-01	C12H18	162.2713	6640	0	0	0	0	0	0		0	0	0	0	0	CC(C)c1cccc(C(C)C)c1	
dkn@@@RYfVya`Hbj@@	NCGC00255131-01	C12H19N	177.2860	2279	0	0	0	0	0	0	0	0	0	0	0	0	CC(C)c1cccc(C(C)C)c1N	
faka`@D@TeIfYeV[Unhpt_YZh@PHbJj@@@	NCGC00254282-01	C20H21NO3	323.3856	26970		0		1	1	0	1	1		1	0		CC(C)c1cccc(C(C)C)c1N(C(c(cc1)c2cc1O)=O)C2=O	
fkwQQBLR`a```BCzFNONRREQQKYQRJJUSPJuWjuRuTEQDUR@@@	NCGC00253990-01	C20H27N2NaO5S	430.4935 (407.5043+22.9892)	27255	0	0		0	0	0			0	0	0	0	CC(C)c1cccc(C(C)C)c1NC([N-]S(c1cc(C(C)(C)O)co1)(=O)=O)=O.[Na+]	
dklH@@RYfVya`Hbj@@	NCGC00015389-14	C12H18O	178.2707	3523	0		0										CC(C)c1cccc(C(C)C)c1O	
dklH@@RYfVya`Hbj@@	NCGC00015389-08	C12H18O	178.2707	3523		0		0	0	0	0	0	0	0	0	0	CC(C)c1cccc(C(C)C)c1O	
dklH@@RYfVya`Hbj@@	NCGC00260670-01	C12H18O	178.2707	3523	0		0		0	0	1	0	0	0	0	0	CC(C)c1cccc(C(C)C)c1O	
dklH@@RYfVya`Hbj@@	NCGC00257228-01	C12H18O	178.2707	3523		0	0		0	0	1	0	0	0	0	0	CC(C)c1cccc(C(C)C)c1O	
deTH@@rJIJFTt@EP@@	NCGC00255721-01	C9H12O	136.1910	24571	0	0	0	0	0	0	1	0	0	0	0	0	CC(C)c1cccc(O)c1	
dg^D@LALbbRfRadjuP@U@@@	NCGC00255448-01	C11H15NO2	193.2423	20324	0	0	0	0	0	0		0	0	0	0	0	CC(C)c1cccc(OC(NC)=O)c1	
ejYZHD@ELcohY@IABPrJSIYSJJIIKSQQUQQSQcaHhYZ[[zFjjfjBBJjjifjJlMEUFh@@	NCGC00183109-02	C29H41F2N5O	513.6655	28875		0		0	0	0	0	0	0	0	0	0	CC(C)c1nnc(C)n1C1C[C@@H](CC2)N(CC[C@@H](c3ccccc3)NC(C(CC3)CCC3(F)F)=O)[C@H]2C1	
figIA@NAKWPIBtadTTRbrbLrTracIJuEIZpPRMSSRuEP@@	NCGC00254362-01	C18H14F2N4O	340.3268	27294	0	0	0		0	0			0	0	0	0	CC(C)c1nnc(cc2)n1cc2-c1c(-c(cc(cc2)F)c2F)nco1	
eg`XBH@CFick`ICHhdlhhhddmEYeLiPphYxe@AREAIUUTqBETFd@T@	NCGC00256490-01	C24H26FNO4	411.4659	636	0	0		1	0	1	0	0			0	0	CC(C)n1c(cccc2)c2c(-c(cc2)ccc2F)c1/C=C/[C@H](C[C@H](CC(O)=O)O)O	
eo`XBDDKNekg`MBBP@e{lBTRVTTTRRVblrfTXxtlBr`@iB`djjjXaAjSR@J@	NCGC00263525-01	C24H25FNNaO4	433.4478 (22.9892+410.4586)	24758	0		0										CC(C)n1c(cccc2)c2c(-c(cc2)ccc2F)c1/C=C/[C@H](C[C@H](CC([O-])=O)O)O.[Na+]	
eo`XBDDKNekg`MBBP@e{lBTRVTTTRRVblrfTXxtlBr`@iB`djjjXaAjSR@J@	NCGC00164604-01	C24H25FNNaO4	433.4478 (22.9892+410.4586)	24758		0		1	0	1	1	0		0	0		CC(C)n1c(cccc2)c2c(-c(cc2)ccc2F)c1/C=C/[C@H](C[C@H](CC([O-])=O)O)O.[Na+]	
fnkY@@AZmENPILk[lllltXJUoY[@ASMADTE@@@	NCGC00188346-02	C16H16N6O	308.3378	28611	0												CC(C)n1nc(-c2cc(cc(cc3)O)c3[nH]2)c2c(N)ncnc12	
fnkY@@AZmENPILk[lllltXJUoY[@ASMADTE@@@	NCGC00188346-01	C16H16N6O	308.3378	28611		0			0	1	0				1		CC(C)n1nc(-c2cc(cc(cc3)O)c3[nH]2)c2c(N)ncnc12	
fde`a@AZlBHYDYEDeDXhiij\Lywh@bifjJ@@	NCGC00259462-01	C13H11Cl2NO2	284.1379	13923	0	0			0			0		0	0	0	CC(C1)(C1(C)C(N1c2cc(Cl)cc(Cl)c2)=O)C1=O	
fde`a@AZlBHYDYEDeDXhiij\Lywh@bifjJ@@	NCGC00257305-01	C13H11Cl2NO2	284.1379	13923	0	0	0	0	0	0	0	0	0	0	0	0	CC(C1)(C1(C)C(N1c2cc(Cl)cc(Cl)c2)=O)C1=O	
edRZLH@MGLmkfCHPHcHhdiddhTiDUDeeDhcQpML|C@DU]UUP@SURD@@@	NCGC00249416-01	C25H30ClN5O3	483.9904	28671	0	0	0	0	0	1		0	0	0	0	0	CC(C1)C(c(cc2)ccc2NCC(C)(C)NCC(COc(cc(cc2)Cl)c2C#N)O)=NNC1=O	
deTH@@RYVffjjj`@	NCGC00160581-01	C9H18O	142.2386	21815		0		0	0	0	0	0	0	0	0	0	CC(C1)CC(C)(C)CC1O	
deTH@@RYVffjjj`@	NCGC00255548-01	C9H18O	142.2386	21815	0	0	0	0	0	0		0	0	0	0	0	CC(C1)CC(C)(C)CC1O	
do|D@@SHheEBeHeujZjjh@@	NCGC00256120-01	C13H22O2	210.3126	24990	0	0	0	0	0	0		0	0	0	0	0	CC(C1)CC(C)(C)CC1OC(C(C)=C)=O	
fleA`@@HddrsLk}NgV|uATEETP@@	NCGC00091888-09	C16H22O3	262.3441	6241	0		0										CC(C1)CC(C)(C)CC1OC(c(cccc1)c1O)=O	
fleA`@@HddrsLk}NgV|uATEETP@@	NCGC00257063-01	C16H22O3	262.3441	6241		0	0	0	0			0	0	0	0	0	CC(C1)CC(C)(C)CC1OC(c(cccc1)c1O)=O	
fleA`@@HddrsLk}NgV|uATEETP@@	NCGC00091888-01	C16H22O3	262.3441	6241		0		0	0	0	0	0	0	0	0	0	CC(C1)CC(C)(C)CC1OC(c(cccc1)c1O)=O	
fleA`@@HddrsLk}NgV|uATEETP@@	NCGC00259658-01	C16H22O3	262.3441	6241	1	0	0		0			0	0	0	0	0	CC(C1)CC(C)(C)CC1OC(c(cccc1)c1O)=O	
ffmab@@pppDP`llwJkR}`~JuUPTETT@@@	NCGC00179372-03	C17H26ClNO3	327.8462 (291.3853+36.4609)	25828	0		0										CC(C1)N(C)C(C)(C)CC1OC(C(c1ccccc1)O)=O.Cl	
ffmab@@pppDP`llwJkR}`~JuUPTETT@@@	NCGC00016499-01	C17H26ClNO3	327.8462 (291.3853+36.4609)	25828		0		0		0	0	1	0	0	0	0	CC(C1)N(C)C(C)(C)CC1OC(C(c1ccccc1)O)=O.Cl	
fgAqB@DXI@G`eUsLQgARTuUUUU@@@	NCGC00255220-01	C9H18N3OP	215.2325	815	0	0	0	0	0	0	0	0		0	0	0	CC(C1)N1P(N1C(C)C1)(N1C(C)C1)=O	
dcLB@@RiRYyVQejjjh@@	NCGC00254247-01	C8H14O4	174.1944	480	0	0		0	0	0	0	0	0	0	0	0	CC(C1)OC(C)OC1OC(C)=O	
dcLB@@RiRYyVQejjjh@@	NCGC00259672-01	C8H14O4	174.1944	480	0	0	0	0	0	0	0	0	0	0	0	0	CC(C1)OC(C)OC1OC(C)=O	
fdyYBBLRMXLX@r@S[lBTTTTRafPiZ\FKURrsUR@@	NCGC00167434-02	C10H7KN6O	266.3005 (227.2027+39.0978)	26623	0		0										CC(C1=NC=C2c3nnn[n-]3)=CC=CN1C2=O.[K+]	
fdyYBBLRMXLX@r@S[lBTTTTRafPiZ\FKURrsUR@@	NCGC00167434-01	C10H7KN6O	266.3005 (227.2027+39.0978)	26623		0		0	0	0		0	0	0	0	0	CC(C1=NC=C2c3nnn[n-]3)=CC=CN1C2=O.[K+]	
fhyA@@@YEDeMMDhYSfcFmUUUUUU@@@	NCGC00256284-01	C16H28O	236.3929	24817		0			1	0	1	1	0		0	0	CC(C1C2)C(C)(C)C2CC1C(CCC1)CC1O	
flyQ`@DI@SvQQQZKSI@iLyYsUKUUUT@@	NCGC00017112-10	C14H24N2O3	268.3520 (207.2689+61.0831)	25583	1												CC(C=C(C1CCCCC1)N1O)=CC1=O.NCCO	
gJP@DjYd@	NCGC00257621-01	C5H8	68.1170	761	0		0		0		0		0	0	0		CC(C=C)=C	
gJQ@@drt`@	NCGC00257917-01	C4H6O	70.0898	5671	0	0	0	0	0	0	0	0	0	0	0	0	CC(C=C)=O	
dg~H@DAIfV]UivvjPPb@@	NCGC00015806-06	C12H11NO	185.2218	25183	0		0										CC(C=C1)=CN(c2ccccc2)C1=O	
dg~H@DAIfV]UivvjPPb@@	NCGC00015806-03	C12H11NO	185.2218	25183		0		0	0	0	0		0	0	0	0	CC(C=C1)=CN(c2ccccc2)C1=O	
dg|L@@Vtf]e[Yt{ZX@bb@@	NCGC00260013-01	C11H10O3	190.1953	5926		0			0	1	0	0	0		0	0	CC(C=Cc(cc1)cc2c1OCO2)=O	
dmtH@@RYvUeVf@@@@	NCGC00257166-01	C10H10O	146.1858	5662		0	0	0	0	0	0	1	0	0	0	0	CC(C=Cc1ccccc1)=O	
dmtH@@RYvUeVf@@@@	NCGC00259053-01	C10H10O	146.1858	5662	0	0	0	0	0	0	0	0	0	0	0	0	CC(C=Cc1ccccc1)=O	
deTD@@YIgYQeiii@@	NCGC00258123-01	C8H8O2	136.1479	5345	0	0	0	0	0	0	0	0	0	0	0	0	CC(C=Cc1ccco1)=O	
dmtH@@RV^UeVZ@@@@	NCGC00257605-01	C10H10O	146.1858	5587	0		0		0	0	0	0	0	0	0		CC(C=O)=Cc1ccccc1	
fe{@P@@HceImUeUm^yuVk^ZjZjjZjkjHjZWhfHY^`	NCGC00181784-01	C22H32O4	360.4871	21046		0		0	0	0	0	1	0	0	0	0	CC(CC#CC)[C@@H](/C=C/C([C@@H](C1)[C@H](C2)C/C1=C\CCCC(O)=O)[C@@H]2O)O	
fgARBHXTWhM@DxyA[UfUoU]n]LzwhiZjBBJjfjkbjVWiEISYCL@	NCGC00183097-01	C24H29NaO5	420.4738 (397.4846+22.9892)	28511		0		0		0		1	0	0	0	0	CC(CC#CC)[C@@H](/C=C/[C@@H]1[C@H]2c3cccc(CCCC([O-])=O)c3O[C@H]2C[C@H]1O)O.[Na+]	
dmtH@@rIQQQWiZjih@@	NCGC00255787-01	C10H16O	152.2334	24541	0	0	0	0	0	0	0	0	0	0	0	0	CC(CC(C)=CC1C)C1C=O	
gNp`ATf^Zf@@	NCGC00257968-01	C5H8O2	100.1158	1979	0	0	0	0	0	0	0	0	0	0	0	0	CC(CC(C)=O)=O	
didD@@IIf[iffj`@	NCGC00256668-01	C7H10O2	126.1531	27660	0	0	0	0	0	0	0	0	0	0	0	0	CC(CC(C)C1=O)C1=O	
gNp`ATf^jj@@	NCGC00258470-01	C5H12O2	104.1476	12878	0	0	0	0	0	0	0	0	0	0	0	0	CC(CC(C)O)O	
dk~@@@RZUZYaz^vjjjjh@@	NCGC00015705-07	C12H21N	179.3018	25174	0		0										CC(CC(C1)C2)(CC1(C)C1)CC12N	
dk~@@@RZUZYaz^vjjjjh@@	NCGC00015705-04	C12H21N	179.3018	25174		0		0	0	0	0	0	0	0	0	0	CC(CC(C1)C2)(CC1(C)C1)CC12N	
fhiP@@@ArJJIEJIJYgKNjjjjjj@@	NCGC00258691-01	C15H30N2	238.4121	9670	0	0			0	0	0	0	0	0	0	0	CC(CC(CC(CC1)CC(C)C1N)CC1)C1N	
diFD@DClbbbLZjX@@	NCGC00257209-01	C6H11NO2	129.1570	7454		0	0	0	0	0	0	0	0	0	0	0	CC(CC(N(C)C)=O)=O	
diFD@DClbbbLZjX@@	NCGC00259447-01	C6H11NO2	129.1570	7454	0	0	0	0	0	0	0	0	0	0	0	0	CC(CC(N(C)C)=O)=O	
fdi`R@EDeXHHaIfU]^vXJBBJii`@@	NCGC00257262-01	C12H14ClNO4	271.6969	9265	0	0			0	1	0			0	0	0	CC(CC(Nc(c(OC)c1)cc(OC)c1Cl)=O)=O	
fdi`R@EDeXHHaIfU]^vXJBBJii`@@	NCGC00259215-01	C12H14ClNO4	271.6969	9265	0	0			0	1	0	0	0	0	0	0	CC(CC(Nc(c(OC)c1)cc(OC)c1Cl)=O)=O	
fhq`P@D@DkvQQIQQQEHf\uPMAE@@@	NCGC00256217-01	C12H15NO4	237.2518	24709	0	0	0	0	0	1		0	0	0	0	0	CC(CC(Nc(cc(cc1)OC)c1OC)=O)=O	
fhiq`@DXT@wdfUU]mbTEIj`Bff@@@	NCGC00256730-01	C11H11N3O3	233.2233	24631	0	0	0		0	0	0	0	0	0	0	0	CC(CC(Nc(cc1)cc(N2)c1NC2=O)=O)=O	
do~L@D@[rJIJJIGKSZhF@h@@	NCGC00256049-01	C11H13NO3	207.2258	24689	0	0		0	0		0	0	0	0	0	0	CC(CC(Nc(cc1)ccc1OC)=O)=O	
fdqaQBMHpRpPYD@`Dd{@iIXdleLiIRt@EML@@@	NCGC00256039-01	C10H10KNO5S	295.3534 (256.2556+39.0978)	24722	0	0	0	0	0	0		0	0	0	0	0	CC(CC(Nc(cc1)ccc1S([O-])(=O)=O)=O)=O.[K+]	
do~L@D@UrJIJJJHhwZhF``@@	NCGC00257148-01	C11H13NO3	207.2258	6558	0	0	0	0	0	1	0	0	0	0	0	0	CC(CC(Nc(cccc1)c1OC)=O)=O	
do~L@D@UrJIJJJHhwZhF``@@	NCGC00258832-01	C11H13NO3	207.2258	6558	0	0	1	0	0	1	0	0	0	0	0	0	CC(CC(Nc(cccc1)c1OC)=O)=O	
do~D@D@\bbRbbbINvjAbB@@	NCGC00255500-01	C12H15NO2	205.2530	20719	0	0	0	0	0	0		0	0	0	0	0	CC(CC(Nc1c(C)cc(C)cc1)=O)=O	
dg^D@D@\bbRbbbIvuPLP@@@	NCGC00258860-01	C11H13NO2	191.2264	6562	0	0	0		0	0	0		0	0	0	0	CC(CC(Nc1c(C)cccc1)=O)=O	
dg^D@D@\bbRbbbIvuPLP@@@	NCGC00256990-01	C11H13NO2	191.2264	6562	0	0	0	0	0	0	0	0	0	0	0	0	CC(CC(Nc1c(C)cccc1)=O)=O	
dknD@D@\bbRbbQtvjA`@@@	NCGC00258956-01	C10H11NO2	177.1998	4397	0	1	0			0	0	1	0	0	0	1	CC(CC(Nc1ccccc1)=O)=O	
dknD@D@\bbRbbQtvjA`@@@	NCGC00257189-01	C10H11NO2	177.1998	4397	0	0		0	0	0	0	0	0	0	0	0	CC(CC(Nc1ccccc1)=O)=O	
daxL@@QdfWfjX@@	NCGC00257716-01	C5H8O3	116.1152	6716	0	0	0	0	0	0	0	0	0	0	0	0	CC(CC(OC)=O)=O	
do\J@@PUoHheDTieFijff@@	NCGC00255081-01	C10H14O5	214.2152	21388	0	0	0	0	0	0	0	0	0	0	0	0	CC(CC(OCCOC(C(C)=C)=O)=O)=O	
dcLD@@eIfUYGV``X@@	NCGC00260425-01	C10H10O2	162.1852	1803	0	0	0	0	0	0	0	1		0	0	0	CC(CC(c1ccccc1)=O)=O	
el^PF@@@DMcoh\bbTTRRVaRfRfbVRTTTlL\bRjZFVZ`@@BjjjjjY`jPFRr@@	NCGC00249922-01	C29H32O6	476.5608	31486	0		0										CC(CC1)(C(C[C@H]2OC(C)=O)C(CC3)C1c(cc1)c3cc1OC(c1ccccc1)=O)[C@H]2OC(C)=O	
dmtH@@RZWv[jjjZ@@	NCGC00255487-01	C10H18O	154.2493	21209	0	0	0	0	0	0	0	0	0	0	0	0	CC(CC1)(CCC1C(C)=C)O	
dg|H@@rQRJJJRtrwUUMUT@@	NCGC00256059-01	C13H22O	194.3132	27055	0	0		0	0	0	0	0	0	0	0	0	CC(CC1)OC11C(C)=CCCC1(C)C	
fhiA@@@ILusztrUXKUUUUTp@@	NCGC00257507-01	C16H26O	234.3770	11290	0	0	0		0	0		0	0	0	0	0	CC(CC1=C(C2)C(C)(C)CCC1)C2(C)C(C)=O	
fhiA@@@ILusztrUXKUUUUTp@@	NCGC00258907-01	C16H26O	234.3770	11290	0	0	0	0	0	0	1	0	0	0	0	0	CC(CC1=C(C2)C(C)(C)CCC1)C2(C)C(C)=O	
f`qQ`@DD@{rSL|k{DYhsUPPDr@@@	NCGC00256128-01	C11H10N2O3	218.2087	24963	0	0	0		0	1	0	0	0	0	0		CC(CC1=O)=NN1c(cc1)ccc1C(O)=O	
fhiPR@EZ`cC`AFRRVIKJIQBe[rt@ERtP@@	NCGC00256170-01	C10H10N2O4S	254.2624	24999	0	0	0	0	0	0	0	0	0	0	0	0	CC(CC1=O)=NN1c(cc1)ccc1S(O)(=O)=O	
fhiPR@IZ`cC`AFRRVIJZYQBU[rt@QRtP@@	NCGC00256098-01	C10H10N2O4S	254.2624	24785	0	0		0	0	0	0	0	0	0	0	0	CC(CC1=O)=NN1c1cccc(S(O)(=O)=O)c1	
dk]H@DHDfYyWImMjhHA@@	NCGC00018218-10	C10H10N2O	174.1992	1130	0		0										CC(CC1=O)=NN1c1ccccc1	
dk]H@DHDfYyWImMjhHA@@	NCGC00164015-01	C10H10N2O	174.1992	1130		0		0	0		1	0	0	0	0	0	CC(CC1=O)=NN1c1ccccc1	
dk]H@DHDfYyWImMjhHA@@	NCGC00259296-01	C10H10N2O	174.1992	1130	0	0	0	0		1	1	0	0	0	0	0	CC(CC1=O)=NN1c1ccccc1	
dk]H@DHDfYyWImMjhHA@@	NCGC00256515-01	C10H10N2O	174.1992	1130	0	0		0	0	1	0	0	0	0	0	0	CC(CC1=O)=NN1c1ccccc1	
daxD@@YIgYjf@@	NCGC00258172-01	C6H10O2	114.1424	10138	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCC(C)=O)=O	
ghiUAd@@@wd@`DQNdsyBUQnpxCaHtQNdKdTRTTTTrvbVRbbvRbbtrRTRJRbVVdRrTRQTVTrbfTjt^__hIfruUUUSMTuURuPREQMUSUTuUMUUUQUPXjSELLjrnCbjUrYSjkQz@	NCGC00095053-01	C60H88N2O19	1141.3427	25900		0		0	0	0	1	0	0	0	0	0	CC(CCC(CC(c(cc1)ccc1NC)=O)O)C(C(C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C(CC(C(C(C1)O)C(OC)=O)OC1(CC(CC(CC(CC(CC(CC(C1)O)=O)O)O)O)O)O)O[C@@H]([C@H]([C@H]2N)O)O[C@H](C)[C@H]2O)OC1=O	
fmwAP@@FKV^QQQJQSQSSHzJETYip\mUUUUUTuST@@	NCGC00182969-01	C22H34O5	378.5024	28646		0		0	0	0	0	0	0	0	0	0	CC(CCC(CC1)(C2C1=O)C(C)C(C(C)(C1)C=C)O)C2(C)C1OC(CO)=O	
fjm@P@@HrUImZYmU}]DJVjj@@@J@@@	NCGC00259804-01	C17H18O4	286.3224	2436	0	0	0	0		0	0		0	0	0	0	CC(CCC(O)=O)(c(cc1)ccc1O)c(cc1)ccc1O	
fjm@P@@HrUImZYmU}]DJVjj@@@J@@@	NCGC00256409-01	C17H18O4	286.3224	2436	0	0	0	0	0	0	0	1	0	0	0	0	CC(CCC(O)=O)(c(cc1)ccc1O)c(cc1)ccc1O	
daxL@@QdfufjX@@	NCGC00259034-01	C5H8O3	116.1152	1648	0		0			0	0		0	0	0		CC(CCC(O)=O)=O	
daxL@@QdfufjX@@	NCGC00256314-01	C5H8O3	116.1152	1648	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCC(O)=O)=O	
fln@JFHXyKWhi@T@WGZ{@eLe@ULe@FjYjf@@	NCGC00249052-02	C10H18CaO8	306.3231 (115.1078+115.1078+40.0769+18.0153+18.0153)	26539	0												CC(CCC([O-])=O)=O.CC(CCC([O-])=O)=O.O.O.[Ca+2]	
fln@JFHXyKWhi@T@WGZ{@eLe@ULe@FjYjf@@	NCGC00166102-01	C10H18CaO8	306.3231 (115.1078+115.1078+40.0769+18.0153+18.0153)	26539		0		0	0		0	1	0	0	0	0	CC(CCC([O-])=O)=O.CC(CCC([O-])=O)=O.O.O.[Ca+2]	
daDH@@RYViffj@@	NCGC00255585-01	C7H10O	110.1537	15186	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCC1)=CC1=O	
dcLH`N@HrJQPq[RmUSUP@@	NCGC00256648-01	C10H18OS	186.3143	27195	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCC1C(C)(C)S)CC1=O	
fhiQ@@DX@drlrloks`mTEATQ@@@	NCGC00255363-01	C14H20N2O	232.3214	12474	0	0	0		0		1		0	0	0	0	CC(CCCC1)C1NC(Nc1ccccc1)=O	
ff}qa@IV]pQ`QA@cHhheHfieEEDqVZpPKDuUUD@@	NCGC00016527-01	C14H20ClN3O3S	345.8449	2847		0		0	0	0	0	0	0	0	0	0	CC(CCCC1C)N1NC(c(cc1)cc(S(N)(=O)=O)c1Cl)=O	
fbuI`@DXtX@dyEEEEDbddUFRLyjjZjZfX@@	NCGC00015801-12	C13H18N4O3	278.3070	3437	0		0										CC(CCCCN(C(c1c(N2C)ncn1C)=O)C2=O)=O	
fbuI`@DXtX@dyEEEEDbddUFRLyjjZjZfX@@	NCGC00015801-02	C13H18N4O3	278.3070	3437		0		0	0	0	0	0	0	0	0	0	CC(CCCCN(C(c1c(N2C)ncn1C)=O)C2=O)=O	
dg\L@@Vtf]e[Yuj`BJ@@	NCGC00256663-01	C11H14O3	194.2271	27420	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCc(cc1)cc(OC)c1O)=O	
dg|L@@Vtf]e[Yt{Zh@bb@@	NCGC00256806-01	C11H12O3	192.2112	27161	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCc(cc1)cc2c1OCO2)=O	
dcLD@@uIgYWeVj@B@@	NCGC00255780-01	C10H12O2	164.2011	24495	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCc(cc1)ccc1O)=O	
fn}ab@MPdtDP`lkmkNrnsaZp@UUU@A@@@	NCGC00164602-01	C18H24ClNO3	337.8411 (301.3801+36.4609)	26471		0		0	0	0	0	0	0	0	0	0	CC(CCc(cc1)ccc1O)NCC(c(cc1)ccc1O)O.Cl	
do|L@@Rtf^UuXYZ`@jX@@	NCGC00255478-01	C12H14O3	206.2378	15481	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCc(cc1)ccc1OC(C)=O)=O	
dklD@@uIgYWYUj`@h@@	NCGC00248312-02	C11H14O2	178.2277	27166	0		0										CC(CCc(cc1)ccc1OC)=O	
dklD@@uIgYWYUj`@h@@	NCGC00255063-01	C11H14O2	178.2277	27166	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCc(cc1)ccc1OC)=O	
fhi@`@@^RYvUm]djsfj@@@h@@@	NCGC00016853-06	C15H16O2	228.2863	25472	0		1										CC(CCc(ccc1c2)cc1ccc2OC)=O	
fhi@`@@^RYvUm]djsfj@@@h@@@	NCGC00016853-01	C15H16O2	228.2863	25472		0			0		0	1	0	0	1	0	CC(CCc(ccc1c2)cc1ccc2OC)=O	
dmtH@@RYvUeVj@@@@	NCGC00258792-01	C10H12O	148.2017	13241	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCc1ccccc1)=O	
dmtH@@RYvUeVj@@@@	NCGC00257254-01	C10H12O	148.2017	13241	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCc1ccccc1)=O	
ff}``@E@DdrnwONrmFEk@AUUU@@@@@	NCGC00015716-09	C19H25NO2	299.4073	3387	0												CC(CCc1ccccc1)NC(C)C(c(cc1)ccc1O)O	
ff}``@E@DdrnwONrmFEk@AUUU@@@@@	NCGC00015716-05	C19H25NO2	299.4073	3387		0		0	0	0	0	0	0	0	0	0	CC(CCc1ccccc1)NC(C)C(c(cc1)ccc1O)O	
fisQb@LNappHaA[f]{V]eYJzMhHBjjh@@@@	NCGC00256847-01	C19H25ClN2O3	364.8664 (36.4609+328.4055)	24654		0		0	0	0			0	0	0	0	CC(CCc1ccccc1)NCC(c(cc1)cc(C(N)=O)c1O)O.Cl	
fisQb@LNappHaA[f]{V]eYJzMhHBjjh@@@@	NCGC00016810-01	C19H25ClN2O3	364.8664 (36.4609+328.4055)	24654		0		0	0	0	0	0	0	0	0	0	CC(CCc1ccccc1)NCC(c(cc1)cc(C(N)=O)c1O)O.Cl	
gJPHADIKTp@	NCGC00259189-01	C4H7Cl	90.5514	279	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCl)=C	
gJPHADIKTp@	NCGC00257307-01	C4H7Cl	90.5514	279	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCl)=C	
gJQHLHaIZf@@	NCGC00257581-01	C3H5ClO	92.5242	1547	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCl)=O	
diDHPLBHFHRV^Zjj@@	NCGC00258753-01	C6H12Cl2O	171.0649	167	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCl)OC(C)CCl	
fha@P`LLxHDQSp}DAbDegkVYzjZjjh@@	NCGC00260528-01	C9H18Cl3O4P	327.5696	6259	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCl)OP(OC(C)CCl)(OC(C)CCl)=O	
fha@P`LLxHDQSp}DAbDegkVYzjZjjh@@	NCGC00257407-01	C9H18Cl3O4P	327.5696	6259	0	0	0	0	0	0	0	0	0	0	0	0	CC(CCl)OP(OC(C)CCl)(OC(C)CCl)=O	
fdqaA@GRADQbDfUukobcH@Jjjh@@	NCGC00159437-03	C14H23Cl2NO	292.2445 (36.4609+255.7836)	27784	0		0										CC(CN(C)C)C(C)(Cc(cc1)ccc1Cl)O.Cl	
